date,breadth,sma_cross,rsi5,wma_iwma,composite,eq_wt,next_ret,bil_ret,variant
2016-12-30,0.0,1.0,0.6076422460563876,1.0,0.6519105615140969,0.6519105615140969,0.038242088769004035,0.0004374820858628059,C: 50d bin@60%
2017-01-31,1.0,1.0,0.5394777508159065,1.0,0.8848694377039766,0.8848694377039766,0.011480347044480865,0.0005034537047237109,C: 50d bin@60%
2017-02-28,1.0,1.0,0.30271376698051566,0.0,0.5756784417451289,0.5756784417451289,0.031449417978931526,-0.00017501284145193807,C: 50d bin@60%
2017-03-31,1.0,1.0,0.49542588180385216,1.0,0.873856470450963,0.873856470450963,0.021550141822817004,0.0007438578659277884,C: 50d bin@60%
2017-04-28,1.0,1.0,0.7411729056282897,1.0,0.9352932264070725,0.9352932264070725,0.030744584661860364,0.0001532925571032795,C: 50d bin@60%
2017-05-31,1.0,1.0,0.5170055325179476,0.0,0.6292513831294869,0.6292513831294869,0.007162494919285223,0.001029033729746276,C: 50d bin@60%
2017-06-30,1.0,1.0,0.5009830097672763,1.0,0.8752457524418191,0.8752457524418191,0.0350952337210213,0.0003276135883185649,C: 50d bin@60%
2017-07-31,1.0,1.0,0.7280135233529631,1.0,0.9320033808382407,0.9320033808382407,0.004238139387197748,0.0011380357684753761,C: 50d bin@60%
2017-08-31,1.0,1.0,0.6894510523599261,1.0,0.9223627630899816,0.9223627630899816,0.020257601249496604,0.000721820512477267,C: 50d bin@60%
2017-09-29,1.0,1.0,0.641896131835164,0.0,0.660474032958791,0.660474032958791,0.019234671716025442,0.0006997517576514678,C: 50d bin@60%
2017-10-31,1.0,1.0,0.6945623723468506,1.0,0.9236405930867126,0.9236405930867126,0.004261297051659119,0.0005470003967793513,C: 50d bin@60%
