Date,1114_Leveraged,Defensive,Intl_Tactical,GoldDigger,SPY,Combined_4Sleeve
2020-05-31,0.07146863459045416,0.021007315303534953,0.04594258750283653,0.02588161543682088,0.04764575639363611,0.04107503820841163
2020-06-30,0.026601305333642578,-0.03813725749182142,0.0443967328517767,0.02737702630176453,0.01773420355576172,0.015059451748840597
2020-07-31,0.08833867112504112,0.06579221533878146,0.040240423327817965,0.10790463097013703,0.05889244741669408,0.07556898519044439
2020-08-31,0.10469486956872864,-0.016295216538205058,0.04157394110505375,-0.0032356731296194763,0.06979657971248576,0.03168448025148946
2020-09-30,-0.05616540452999008,0.00111004932407614,-0.018356460372493166,-0.0417140433776253,-0.03744360301999339,-0.0287814647390081
2020-10-31,-0.03740063418438955,0.011504922590890731,-0.020439064090384873,-0.0051942084141127776,-0.024933756122926365,-0.012882246024499116
2020-11-30,0.16316524294181112,0.03837221574138994,0.12608201856730772,-0.05408625961608993,0.10877682862787408,0.06838330440860471
2020-12-31,0.055572593400387116,0.0058361516031617214,0.05543624338215092,0.07013861264675048,0.03704839560025808,0.04674590025811256
2021-01-31,-0.015285540827984778,-0.030732049215580155,0.0028280248384580098,-0.03223816988295236,-0.010190360551989852,-0.01885693377201482
2021-02-28,0.04170857716216192,-0.041300749867928255,0.019740512822630008,-0.06256881416817583,0.027805718108107946,-0.01060511851282804
2021-03-31,0.06809847288824844,0.12093656144685501,0.017330592815525847,-0.011433105943016053,0.04539898192549896,0.04873313030190331
2021-04-30,0.07936588458473914,0.04001775519210814,0.025552562320337868,0.035633887903232075,0.05291058972315943,0.04514252250010431
2021-05-31,0.00984879015648854,0.0047170374512961796,0.03092418086940585,0.07678377966625938,0.006565860104325694,0.030568447035862485
2021-06-30,0.033641388616440726,-0.031993506131210506,-0.003782281232032947,-0.07147662098325525,0.022427592410960484,-0.018402754932514493
2021-07-31,0.036618666093652386,0.034574708402400386,-0.016518865430002472,0.025297363508325565,0.024412444062434924,0.019992968143593966
2021-08-31,0.04463991559841329,0.0033081624097495376,0.014497825022731003,-0.0007655451490135023,0.02975994373227553,0.015420089470470083
2021-09-30,-0.06990830443181817,-0.05375090253784946,-0.03433254794651697,-0.03223525924924131,-0.04660553628787878,-0.04755675354135648
2021-10-31,0.10524528580030179,0.034887357737306404,0.029958549906353493,0.014797178527087285,0.07016352386686786,0.04622209299276224
2021-11-30,-0.012052111293423928,-0.021293326394225525,-0.041878361714310475,-0.006900653696985448,-0.008034740862282619,-0.020531113274736345
2021-12-31,0.06937146561607466,0.10999491571886273,0.033449134890122245,0.032990977123064535,0.04624764374404977,0.06145162333703104
2022-01-31,-0.07911163067300514,0.006175310997137762,-0.025539622458089384,-0.016787612677039987,-0.05274108711533676,-0.028815888702749187
2022-02-28,-0.044275798955652756,-0.010513338168021896,-0.033407214498545335,0.061217257237826006,-0.029517199303768504,-0.006744773596098496
2022-03-31,0.05638577323787908,0.06532424796862657,-0.001909355269253843,0.0127255799503041,0.037590515491919385,0.033131561471888976
2022-04-30,-0.13165384045958284,0.007744071418009135,-0.06696010252884521,-0.020702963524693363,-0.08776922697305523,-0.052893208773778067
2022-05-31,0.0033860719176991294,0.02734827358034434,0.01804407697798438,-0.03261547766106776,0.0022573812784660863,0.004040736203740023
2022-06-30,-0.12369057051881349,-0.02717373265078917,-0.07804105062975308,-0.01565965107712486,-0.08246038034587566,-0.06114125121912015
2022-07-31,0.13813131075186968,0.025176097927797392,0.03377787966309831,-0.0258815174913124,0.09208754050124646,0.04280094271286325
2022-08-31,-0.06120302196610611,-0.013407927756171728,-0.048366442917966435,-0.02943328245830701,-0.04080201464407074,-0.03810266877463782
2022-09-30,-0.1386687076036111,-0.0944993798323088,-0.09622750099727584,-0.028881810636775418,-0.09244580506907407,-0.08956934976749278
2022-10-31,0.12191320971543307,0.05716769809264941,0.035241025787579705,-0.017844407703562548,0.08127547314362205,0.04911938147302491
2022-11-30,0.08338718213756235,0.0690393928618475,0.13375186335101152,0.0849186596373046,0.0555914547583749,0.0927742744969315
2022-12-31,-0.0864423574063995,-0.002857327327476289,-0.023095930911740004,0.02930648566594085,-0.057628238270933,-0.020772282494918734
2023-01-31,0.09433089513720017,-0.016407350412593037,0.08923087355145354,0.05759257431981046,0.06288726342480011,0.056186748148967784
2023-02-28,-0.037713783489778885,-0.03935431030258143,-0.045197730607190456,-0.05367596391642193,-0.025142522326519257,-0.04398544707899318
2023-03-31,0.05561649369200172,0.040358867105833605,0.03064234749709671,0.07916128247166143,0.03707766246133448,0.05144474769164837
2023-04-30,0.023962598743789254,0.028403117861845628,0.018659019838512814,0.008623522653246951,0.015975065829192836,0.01991206477434866
2023-05-31,0.0069243101466822665,-0.054022860928477176,-0.037439635115500525,-0.013419890078922081,0.004616206764454844,-0.02448951899405438
2023-06-30,0.09719971634840874,0.012169405793660704,0.04613121900323325,-0.02221370606110007,0.06479981089893916,0.03332165877105066
2023-07-31,0.04909974803308792,0.01783155989217115,0.03921175445864855,0.02288664235862692,0.03273316535539195,0.03225742618563364
2023-08-31,-0.02437789820375813,-0.05116315253624457,-0.04750746543364881,-0.012777635059315506,-0.016251932135838754,-0.03395653780824175
2023-09-30,-0.071151722796016,-0.03294505957440428,-0.035098551304994174,-0.047605861131121974,-0.04743448186401067,-0.046700298701634106
2023-10-31,-0.03256306347862309,0.014309516737107503,-0.03126990364052884,0.07372411557093361,-0.021708708985748726,0.006050166297222296
2023-11-30,0.1370157644180312,0.02967239142935041,0.08278446858461486,0.02531372564947043,0.09134384294535414,0.06869658752036673
2023-12-31,0.06848318977648593,0.009364451928194,0.049781096380734136,0.012821182352028115,0.04565545985099062,0.03511248010936055
2024-01-31,0.023889419837257453,-0.0009258685662223431,-0.01724148178320206,-0.014228180398366375,0.01592627989150497,-0.0021265277276333316
2024-02-29,0.07828036980082953,-0.0046002600975485804,0.030303154922240783,0.004563548019519192,0.05218691320055302,0.027136703161260232
2024-03-31,0.049053253629351534,0.04232201215156569,0.03308819127044638,0.08668323846462611,0.032702169086234356,0.05278667387899743
2024-04-30,-0.06047969077447868,-0.0012905754562207606,-0.024349105666124693,0.02989497307015121,-0.04031979384965245,-0.01405609970666823
2024-05-31,0.07586937864781573,0.025048139681254605,0.0395468166376054,0.016189210429127243,0.05057958576521049,0.039163386348950745
2024-06-30,0.05292042732597324,-0.02602514778378497,-0.00447068175263754,-0.0013469974027457976,0.03528028488398216,0.005269400096701233
2024-07-31,0.01816358359712511,0.07735235737665905,0.021645046330150075,0.053671963349382734,0.01210905573141674,0.04270823766332924
2024-08-31,0.03504849186262182,0.046029518179391056,0.027081801493538338,0.02092249026936499,0.02336566124174788,0.03227057545122905
2024-09-30,0.031506823487695734,0.026706992461292718,0.026367716236581185,0.050888514912532656,0.021004548991797156,0.03386751177452557
2024-10-31,-0.013385337930350794,-0.028182413130250446,-0.046487247774912754,0.04299348742370923,-0.008923558620233862,-0.011265377852951189
2024-11-30,0.08945011932893354,0.03104150350346558,-0.00274929851935779,-0.031241364603207922,0.059633412885955694,0.02162523992745835
2024-12-31,-0.03609012281201285,-0.07361092707687564,-0.027643216951110827,-0.014088486936242095,-0.024060081874675232,-0.03785818844406035
2025-01-31,0.04028445406865233,0.022277433600751316,0.034892628589473285,0.06785607873643396,0.026856302712434887,0.041327648748827724
2025-02-28,-0.01904210359117775,0.07772624476941722,0.024824028800171982,0.018216241876358952,-0.012694735727451834,0.025431102963692602
2025-03-31,-0.08357879379575167,0.0284411070934808,0.0023499784098663934,0.09446585889998316,-0.05571919586383445,0.01041953765189467
2025-04-30,-0.013005343763245136,-0.014080873965363755,0.027051406794778243,0.05424437277239913,-0.008670229175496758,0.01355239045964212
2025-05-31,0.09426752681372197,-0.03620035697077429,0.04442487929604666,-0.0005595776946504261,0.06284501787581465,0.02548311786108598
2025-06-30,0.07707911756951402,-0.0018933939783869092,0.039110466690933654,0.004051318985581975,0.051386078379676015,0.029586877316910686
2025-07-31,0.034547260962978665,0.0025334166783376965,-0.011158522917855573,-0.0061345510598058706,0.023031507308652444,0.004946900915913729
2025-08-31,0.03077938688581272,0.024375170179077532,0.04115507164168419,0.049874624687468394,0.02051959125720848,0.03654606334851071
2025-09-30,0.05343055428274368,0.026573682180875424,0.03618107013575056,0.11758415768627128,0.03562036952182912,0.058442366071410234
2025-10-31,0.03575618771212874,-0.021155377901897247,0.020612118543539282,0.035586670754335525,0.023837458474752493,0.017699899777026573
2025-11-30,0.002924892487382036,0.03357247545468868,0.0021099860603555065,0.05367817567023114,0.0019499283249213573,0.02307138241816434
2025-12-31,0.0011962459670533665,-0.04161016026498031,0.02559720199579041,0.02173350667644791,0.000797497311368911,0.0017291985935778444
2026-01-31,0.022106672435553643,0.03694351384880104,0.05437213876383806,0.12273224230545976,0.014737781623702428,0.059038641838413126
2026-02-28,-0.012962947935458047,0.0862652645198414,0.05185078033681445,0.08720077925273872,-0.008641965290305365,0.05308846904348413
