date,portfolio_ret,comod_score,equity,com_ret,com_equity
2013-04-24,5.947440529741055e-05,0.0,1.0008712403743059,0.0,1.0
2013-04-25,-5.946733172901286e-05,0.0,1.0008117212322365,0.0,1.0
2013-04-26,0.00011817569854810639,0.0,1.0009299928565083,0.0,1.0
2013-04-29,0.00011858944807874305,0.0,1.0010486925919266,0.0,1.0
2013-04-30,-5.933586006584557e-05,0.0,1.000989294506784,0.0,1.0
2013-05-01,0.00010091053541316786,0.0,1.0010903048724353,0.0,1.0
2013-05-02,-5.938611971978425e-05,0.0,1.0010308540037398,0.0,1.0
2013-05-03,-0.00017735155018394622,0.0,1.0008533196300002,0.0,1.0
2013-05-06,0.0,0.0,1.0008533196300002,0.0,1.0
2013-05-07,0.0,0.0,1.0008533196300002,0.0,1.0
2013-05-08,5.913815988334292e-05,0.0,1.0009125082536363,0.0,1.0
2013-05-09,-5.9131166066594965e-05,0.0,1.0008533231298926,0.0,1.0
2013-05-10,-5.919337758625298e-05,0.0,1.0007940792412282,0.0,1.0
2013-05-13,-0.00011862166921894346,0.0,1.0006753633770042,0.0,1.0
2013-05-14,0.0,0.0,1.0006753633770042,0.0,1.0
2013-05-15,5.932490904891896e-05,0.0,1.000734728351924,0.0,1.0
2013-05-16,0.00011852528040401378,0.0,1.000853340716212,0.0,1.0
2013-05-17,-0.00011849719057849262,0.0,1.000734742407156,0.0,1.0
2013-05-20,5.9317870994335387e-05,0.0,1.0007941038615056,0.0,1.0
2013-05-21,0.0,0.0,1.0007941038615056,0.0,1.0
2013-05-22,-0.00017776683110604097,0.0,1.0006161958650726,0.0,1.0
2013-05-23,0.00011849812656949954,0.0,1.0007347670096975,0.0,1.0
2013-05-24,-0.00011847004961162977,0.0,1.0006162099122018,0.0,1.0
2013-05-28,-0.00035532864806286923,0.0,1.000260662307104,0.0,1.0
2013-05-29,0.0,0.0,1.000260662307104,0.0,1.0
2013-05-30,0.0001189140970312419,0.0,1.0003796074005582,0.0,1.0
2013-05-31,-5.95810863765478e-05,0.0,1.0003200036967603,0.0,1.0
2013-06-03,0.00016024689630123046,0.0,1.000480301872661,0.0,1.0
2013-06-04,0.0,0.0,1.000480301872661,0.0,1.0
2013-06-05,5.9292801002919227e-05,0.0,1.000539623152107,0.0,1.0
2013-06-06,-5.9285770564188045e-05,0.0,1.0004803053895686,0.0,1.0
2013-06-07,-5.951383660784959e-05,0.0,1.0004207629681443,0.0,1.0
2013-06-10,-0.00017734692318838174,0.0,1.0002433414239382,0.0,1.0
2013-06-11,-6.0094891326079036e-05,0.0,1.0001832319090358,0.0,1.0
2013-06-12,-5.8553946430950354e-05,0.0,1.0001246672336535,0.0,1.0
2013-06-13,0.00023695282974212084,0.0,1.0003616496036494,0.0,1.0
2013-06-14,0.0003555096085425813,0.0,1.000717287782101,0.0,1.0
2013-06-17,0.0,0.0,1.000717287782101,0.0,1.0
2013-06-18,0.0,0.0,1.000717287782101,0.0,1.0
2013-06-19,-0.0005919293250635782,0.0,1.0001249338733647,0.0,1.0
2013-06-20,-5.955617214287168e-05,0.0,1.0000653702606386,0.0,1.0
2013-06-21,-0.0004148412857392092,0.0,0.9996505018566164,0.0,1.0
2013-06-24,-0.000237454593036035,0.0,0.9994131302535197,0.0,1.0
2013-06-25,-5.964105058625657e-05,0.0,0.9993535242044618,0.0,1.0
2013-06-26,0.00023770652415799898,0.0,0.9995910770571056,0.0,1.0
2013-06-27,0.00029660446018264786,0.0,0.9998875602289196,0.0,1.0
2013-06-28,-5.9252528522790726e-05,0.0,0.9998283143627376,0.0,1.0
2013-07-01,0.0002196642556347994,0.0,1.0000479409051748,0.0,1.0
2013-07-02,5.906760785479026e-05,0.0,1.000107011344784,0.0,1.0
2013-07-03,-5.90606307144248e-05,0.0,1.000047944393912,0.0,1.0
2013-07-05,-0.0005338760473991844,0.0,0.9995140427501494,0.0,1.0
2013-07-08,0.0003562239815033674,0.0,0.9998700936220264,0.0,1.0
2013-07-09,-5.925462659128744e-05,0.0,0.999810846692989,0.0,1.0
2013-07-10,0.0,0.0,0.999810846692989,0.0,1.0
2013-07-11,0.0004153848775779734,0.0,1.0002261529991439,0.0,1.0
2013-07-12,-0.0002963387240074722,0.0,0.9999297472572451,0.0,1.0
2013-07-15,0.00023704560956683274,0.0,1.0001667762137076,0.0,1.0
2013-07-16,5.9440671574484405e-05,0.0,1.0002262267985724,0.0,1.0
2013-07-17,0.00017780323440452772,0.0,1.0004040702568335,0.0,1.0
2013-07-18,-5.91361414563063e-05,0.0,1.0003449102202213,0.0,1.0
2013-07-19,0.00023707001143402628,0.0,1.0005820619995252,0.0,1.0
2013-07-22,0.0,0.0,1.0005820619995252,0.0,1.0
2013-07-23,-5.939134643223598e-05,0.0,1.0005226360836472,0.0,1.0
2013-07-24,-0.00023731733610049544,0.0,1.0002851947169435,0.0,1.0
2013-07-25,0.00029685663648715277,0.0,1.000582136015375,0.0,1.0
2013-07-26,5.939134643218047e-05,0.0,1.000641561935649,0.0,1.0
2013-07-29,-5.938429260604616e-05,0.0,1.0005821395443413,0.0,1.0
2013-07-30,5.939134643218047e-05,0.0,1.0006415654648249,0.0,1.0
2013-07-31,0.0,0.0,1.0006415654648249,0.0,1.0
2013-08-01,-0.0001899192539344119,0.0,1.000451524365256,0.0,1.0
2013-08-02,0.0003556122128121064,0.0,1.0008072971456468,0.0,1.0
2013-08-05,-5.9033298535515755e-05,0.0,1.000748216189698,0.0,1.0
2013-08-06,-5.909549865718011e-05,0.0,1.0006890764748317,0.0,1.0
2013-08-07,0.0001181497321111058,0.0,1.000807307621144,0.0,1.0
2013-08-08,0.0,0.0,1.000807307621144,0.0,1.0
2013-08-09,-0.00011812181998832605,0.0,1.00068909044051,0.0,1.0
2013-08-12,0.0,0.0,1.00068909044051,0.0,1.0
2013-08-13,-0.0002372937116172369,0.0,1.0004516332120643,0.0,1.0
2013-08-14,0.0,0.0,1.0004516332120643,0.0,1.0
2013-08-15,-0.00017805478627513915,0.0,1.0002734980103343,0.0,1.0
2013-08-16,5.987027554144042e-05,0.0,1.0003333846602769,0.0,1.0
2013-08-19,-0.00011867598504383681,0.0,1.00021466911048,0.0,1.0
2013-08-20,0.000118704159710048,0.0,1.0003333987523066,0.0,1.0
2013-08-21,-0.00029671760024002625,0.0,1.000036582226789,0.0,1.0
2013-08-22,-0.00017798140984726096,0.0,0.9998585943059853,0.0,1.0
2013-08-23,0.0,0.0,0.9998585943059853,0.0,1.0
2013-08-26,0.00017804478717176053,0.0,1.0000366139166104,0.0,1.0
2013-08-27,0.00023699513399488836,0.0,1.0002736177279252,0.0,1.0
2013-08-28,-0.00029658728373038734,0.0,0.9999769492926561,0.0,1.0
2013-08-29,0.00011931378807172877,0.0,1.0000962603304606,0.0,1.0
2013-08-30,5.900669446712303e-05,0.0,1.0001552727049314,0.0,1.0
2013-09-03,-0.00019015939770067325,0.0,0.9999650837806666,0.0,1.0
2013-09-04,-0.0004746666519157561,0.0,0.9994904337023158,0.0,1.0
2013-09-05,-0.00047484085411997334,0.0,0.9990158348110919,0.0,1.0
2013-09-06,0.0004752922304572804,0.0,0.9994906592754815,0.0,1.0
2013-09-09,0.00011937463636690904,0.0,0.9996099731094847,0.0,1.0
2013-09-10,-0.00017841030495263643,0.0,0.9994316323893485,0.0,1.0
2013-09-11,0.00023755923337365203,0.0,0.9996690566017483,0.0,1.0
2013-09-12,0.0,0.0,0.9996690566017483,0.0,1.0
2013-09-13,0.0,0.0,0.9996690566017483,0.0,1.0
2013-09-16,0.00035628032492407424,0.0,1.000025219018051,0.0,1.0
2013-09-17,0.00017809628128329091,0.0,1.0002033197907476,0.0,1.0
2013-09-18,0.0006525844511622303,0.0,1.000856036925244,0.0,1.0
2013-09-19,-0.00017796646014162087,0.0,1.0006779181192411,0.0,1.0
2013-09-20,5.954581238276635e-05,0.0,1.000737504298809,0.0,1.0
2013-09-23,0.00011846990566155569,0.0,1.0008560615765352,0.0,1.0
2013-09-24,5.880678872194345e-05,0.0,1.0009149187074893,0.0,1.0
2013-09-25,0.0001779455313311029,0.0,1.001093027044516,0.0,1.0
2013-09-26,-0.00023666117879123094,0.0,1.000856107188656,0.0,1.0
2013-09-27,0.0002959665610794415,0.0,1.001152327128836,0.0,1.0
2013-09-30,0.00011837177390006115,0.0,1.0012708353057427,0.0,1.0
2013-10-01,-0.000129985030756119,0.0,1.0011406850854203,0.0,1.0
2013-10-02,5.9435603482760335e-05,0.0,1.0012001884862096,0.0,1.0
2013-10-03,0.0,0.0,1.0012001884862096,0.0,1.0
2013-10-04,-0.000177954539209213,0.0,1.0010220203680114,0.0,1.0
2013-10-07,0.0,0.0,1.0010220203680114,0.0,1.0
2013-10-08,-0.00041476790109334916,0.0,1.000606828565675,0.0,1.0
2013-10-09,0.0001779999566877688,0.0,1.0007849365378212,0.0,1.0
2013-10-10,0.0,0.0,1.0007849365378212,0.0,1.0
2013-10-11,0.0,0.0,1.0007849365378212,0.0,1.0
2013-10-14,-0.00017793661126958016,0.0,1.0006068602576041,0.0,1.0
2013-10-15,0.0001779999566877688,0.0,1.0007849682353915,0.0,1.0
2013-10-16,0.00017793661126963567,2.0,1.000963044521249,0.0,1.0
2013-10-17,0.00017765248744394668,2.0,1.0011408680959477,0.0,1.0
2013-10-18,0.0,2.0,1.0011408680959477,0.0,1.0
2013-10-21,0.0,2.0,1.0011408680959477,0.0,1.0
2013-10-22,0.000414117705231587,2.0,1.0015554582548571,0.0,1.0
2013-10-23,-0.00017766298731874963,2.0,1.0013775189201783,0.0,1.0
2013-10-24,-5.8745604284315966e-05,2.0,1.0013186923927127,0.0,1.0
2013-10-25,0.00011838768114946774,2.0,1.0014372361907966,0.0,1.0
2013-10-28,0.00011808388842693418,2.0,1.0015554897936616,0.0,1.0
2013-10-29,0.0,2.0,1.0015554897936616,0.0,1.0
2013-10-30,0.0,2.0,1.0015554897936616,0.0,1.0
2013-10-31,5.933127695689766e-05,2.0,1.0016149133598142,0.0,1.0
2013-11-01,-0.0001832104468879603,2.0,1.0014314070439279,0.0,1.0
2013-11-04,0.00011847134896181277,2.0,1.001550047973613,0.0,1.0
2013-11-05,0.0,2.0,1.001550047973613,0.0,1.0
2013-11-06,0.00011822271991435152,2.0,1.0016684539444147,0.0,1.0
2013-11-07,0.00011841528593592443,2.0,1.0017870668008015,0.0,1.0
2013-11-08,-0.0003549412842238642,2.0,1.0014314912127924,0.0,1.0
2013-11-11,0.00011847134896181277,2.0,1.0015501321524491,0.0,1.0
2013-11-12,-0.00011844328469035048,2.0,1.001431505265015,0.0,1.0
2013-11-13,0.0,2.0,1.001431505265015,0.0,1.0
2013-11-14,0.00029590260110801125,2.0,1.0017278314522544,0.0,1.0
2013-11-15,0.0,2.0,1.0017278314522544,0.0,1.0
2013-11-18,0.00023663719202438038,2.0,1.001964877513462,0.0,1.0
2013-11-19,-0.00017729752077683125,2.0,1.0017872316247733,0.0,1.0
2013-11-20,5.8918048576939164e-05,2.0,1.0018462549735498,0.0,1.0
2013-11-21,0.0002368017077497564,2.0,1.0020834938776302,0.0,1.0
2013-11-22,-0.0001183172641082697,2.0,1.0019649301002265,0.0,1.0
2013-11-25,0.0,2.0,1.0019649301002265,0.0,1.0
2013-11-26,5.9007347654405073e-05,2.0,1.0020240533931943,0.0,1.0
2013-11-27,0.0,2.0,1.0020240533931943,0.0,1.0
2013-11-29,5.933091911025645e-05,2.0,1.0020835044012526,0.0,1.0
2013-12-02,-0.0003016319079408025,2.0,1.001781244041904,0.0,1.0
2013-12-03,0.00011833356794277439,2.0,1.0018997883908096,0.0,1.0
2013-12-04,-0.00011830556890268795,2.0,1.0017812580663605,0.0,1.0
2013-12-05,5.9194341858637145e-05,2.0,1.001840557848618,0.0,1.0
2013-12-06,-0.00017734156724313888,2.0,1.0016628898739615,0.0,1.0
2013-12-09,0.0,2.0,1.0016628898739615,0.0,1.0
2013-12-10,0.00017740448962355604,2.0,1.0018405893677143,0.0,1.0
2013-12-11,-0.00017734156724313888,2.0,1.001662921387468,0.0,1.0
2013-12-12,-0.00017768013364105606,2.0,1.0014849457857324,0.0,1.0
2013-12-13,0.00011818302342503362,2.0,1.00160330430454,0.0,1.0
2013-12-16,0.0,2.0,1.00160330430454,0.0,1.0
2013-12-17,0.0001183756370478628,2.0,1.0017218697337562,0.0,1.0
2013-12-18,0.0,2.0,1.0017218697337562,0.0,1.0
2013-12-19,-0.00029556587249368604,2.0,1.0014257949353322,0.0,1.0
2013-12-20,-0.0001780952446087669,2.0,1.0012474457634257,0.0,1.0
2013-12-23,-5.8816097071923146e-05,2.0,1.0011885562964626,0.0,1.0
2013-12-24,-0.00017784857631192308,2.0,1.0010104963371054,0.0,1.0
2013-12-26,-5.3489479187984745e-05,2.0,1.0009569528069946,0.0,1.0
2013-12-27,0.00023755402932601477,2.0,1.0011947341643157,0.0,1.0
2013-12-30,0.00011830675661805845,2.0,1.0013131822660577,0.0,1.0
2013-12-31,-0.00011827877026271416,2.0,1.0011947481742114,0.0,1.0
2014-01-02,0.00023688941518718032,2.0,1.0014319206125948,0.0,1.0
2014-01-03,-0.0001776518691833373,2.0,1.0012540143600381,0.0,1.0
2014-01-06,5.9146380892549644e-05,2.0,1.0013132349113416,0.0,1.0
2014-01-07,0.0,2.0,1.0013132349113416,0.0,1.0
2014-01-08,-0.0004740529257776238,3.0,1.000838559442712,0.0,1.0
2014-01-09,0.00011850145686109759,3.0,1.0009571602700886,0.0,1.0
2014-01-10,0.00047455599258328096,2.0,1.0014321704888138,0.0,1.0
2014-01-13,0.00011858165748035443,2.0,1.0015509219754446,0.0,1.0
2014-01-14,-0.00011855354092960013,2.0,1.0014321845672232,0.0,1.0
2014-01-15,-0.0001776518691833373,2.0,1.0012542782677745,0.0,1.0
2014-01-16,0.00011790654474563844,2.0,1.0013723327001367,0.0,1.0
2014-01-17,0.0,2.0,1.0013723327001367,0.0,1.0
2014-01-21,-5.87463107041275e-05,2.0,1.0013135057699494,0.0,1.0
2014-01-22,-0.00023705404655727236,2.0,1.0010761403515342,0.0,1.0
2014-01-23,0.00047444336522750596,2.0,1.0015510942844117,0.0,1.0
2014-01-24,0.00017711347603066585,2.0,1.0017284824801427,0.0,1.0
2014-01-27,-5.920065881404035e-05,2.0,1.0016691794940271,0.0,1.0
2014-01-28,0.0,2.0,1.0016691794940271,0.0,1.0
2014-01-29,0.0003554113990309471,2.0,1.0020251841384773,0.0,1.0
2014-01-30,-5.922070183855821e-05,2.0,1.0019658435038126,0.0,1.0
2014-01-31,0.00023663538965723596,2.0,1.0022029440816134,0.0,1.0
2014-02-03,0.0001361317737947898,2.0,1.0023393757460937,0.0,1.0
2014-02-04,5.929369482848834e-05,3.0,1.0023988081511537,0.0,1.0
2014-02-05,-0.0002365961770065539,3.0,1.0021616444253092,0.0,1.0
2014-02-06,5.920458339303547e-05,3.0,1.00222097698796,0.0,1.0
2014-02-07,0.00011817487767307178,3.0,1.002339414329317,0.0,1.0
2014-02-10,-0.00011814695366946237,3.0,1.002220990980971,0.0,1.0
2014-02-11,-0.00011845021522588484,3.0,1.0021022776888855,0.0,1.0
2014-02-12,-0.00023679132388659818,3.0,1.0018649885638817,0.0,1.0
2014-02-13,0.00029619827992288794,3.0,1.0021617392502091,0.0,1.0
2014-02-14,0.0,4.0,1.0021617392502091,0.0,1.0
2014-02-18,0.00017739345405487494,4.0,1.0023395161826565,0.0,1.0
2014-02-19,-0.0001773305395010305,3.0,1.0021617707754886,0.0,1.0
2014-02-20,5.920458339303547e-05,4.0,1.0022211033456199,0.0,1.0
2014-02-21,5.903237132598438e-05,4.0,1.0022802668339432,0.0,1.0
2014-02-24,0.0,4.0,1.0022802668339432,0.0,1.0
2014-02-25,-5.902540250701804e-05,4.0,1.0022211068377684,0.0,1.0
2014-02-26,0.0002366801604094526,4.0,1.0024583126901006,0.0,1.0
2014-02-27,-5.916956533319473e-05,4.0,1.002398997667474,0.0,1.0
2014-02-28,0.0,4.0,1.002398997667474,0.0,1.0
2014-03-03,0.0002836071437732901,4.0,1.0026832851841239,0.0,1.0
2014-03-04,0.006925705415651906,4.0,1.0096275742425072,0.0,1.0
2014-03-05,-0.005123450558528392,4.0,1.0044547972833486,0.0,1.0
2014-03-06,0.00043910168348565426,4.0,1.0048958550758211,0.0,1.0
2014-03-07,-0.0008766240939164227,4.0,1.004014939157385,0.0,1.0
2014-03-10,0.0016814945464273812,4.0,1.0057031848021096,0.0,1.0
2014-03-11,-0.007707045223947412,4.0,0.9979521848749718,0.0,1.0
2014-03-12,-0.0023625715835787486,4.0,0.9955944514012158,0.0,1.0
2014-03-13,-0.0067311603970659495,4.0,0.9888929454584054,0.0,1.0
2014-03-14,0.0011603117168512145,4.0,0.9900403695297324,0.0,1.0
2014-03-17,0.0055711743358895505,4.0,0.995556057027951,0.0,1.0
2014-03-18,0.0041782480889174245,4.0,0.9997157372206382,0.0,1.0
2014-03-19,-0.004583091466807576,4.0,0.9951339485561491,0.0,1.0
2014-03-20,-0.001552785699227649,4.0,0.9935887187920152,0.0,1.0
2014-03-21,0.005146972670233063,4.0,0.9987026927730897,0.0,1.0
2014-03-24,-0.006606189261336687,4.0,0.992105073768824,0.0,1.0
2014-03-25,0.0012790193515507253,4.0,0.993373995356946,0.0,1.0
2014-03-26,-0.004662438727534746,3.0,0.988742449970068,0.0,1.0
2014-03-27,0.002472734688043765,2.0,0.9911873477236504,0.0,1.0
2014-03-28,0.006440988194475306,2.0,0.9975715737288517,0.0,1.0
2014-03-31,0.00400139344232997,2.0,1.0015632500822251,0.0,1.0
2014-04-01,0.0030740037902999284,3.0,1.004642059309203,0.0,1.0
2014-04-02,-0.00017793662985704506,3.0,1.0044632966869567,0.0,1.0
2014-04-03,0.00011864826366458914,3.0,1.0045824745130234,0.0,1.0
2014-04-04,0.0004148670985960612,4.0,1.0049992427295251,0.0,1.0
2014-04-07,5.9233336587971586e-05,2.0,1.0050587721879405,0.0,1.0
2014-04-08,5.93916029969499e-05,3.0,1.0051184642395268,0.0,1.0
2014-04-09,0.00023643644228155125,3.0,1.0053561108732831,0.0,1.0
2014-04-10,0.00029595648013647224,3.0,1.0056536525291409,0.0,1.0
2014-04-11,-5.877107697005446e-05,3.0,1.0055945491809228,0.0,1.0
2014-04-14,-5.938337710126307e-05,3.0,1.0055348335805978,0.0,1.0
2014-04-15,0.0,3.0,1.0055348335805978,0.0,1.0
2014-04-16,-0.00017767591318978981,3.0,1.0053561742607973,0.0,1.0
2014-04-17,-0.00011799716035953978,3.0,1.0052375450870845,0.0,1.0
2014-04-21,0.0,3.0,1.0052375450870845,0.0,1.0
2014-04-22,-0.0002369312218733488,3.0,1.0049993729272542,0.0,1.0
2014-04-23,0.00023704354790821114,3.0,1.0052376015442583,0.0,1.0
2014-04-24,-0.0001183554616006055,3.0,1.0051186261839091,0.0,1.0
2014-04-25,5.921928598617843e-05,3.0,1.005178148591283,0.0,1.0
2014-04-28,0.0,3.0,1.005178148591283,0.0,1.0
2014-04-29,-5.921227296912246e-05,2.0,1.005118629708366,0.0,1.0
2014-04-30,0.0003549301019618589,3.0,1.0054753765660922,0.0,1.0
2014-05-01,6.0553494167781e-06,3.0,1.0054814650708273,0.0,1.0
2014-05-02,-5.928665765053687e-05,3.0,1.0054218534354336,0.0,1.0
2014-05-05,5.929368829971082e-05,4.0,1.005481468605421,0.0,1.0
2014-05-06,-0.00017752968516526746,3.0,1.00530296579686,0.0,1.0
2014-05-07,0.00017759274113215984,2.0,1.005481500306224,0.0,1.0
2014-05-08,0.00011846321937225568,2.0,1.0056006128817696,0.0,1.0
2014-05-09,0.00017770777335301968,3.0,1.0057793159275674,0.0,1.0
2014-05-12,-0.0001187231724416038,3.0,1.0056599066164045,0.0,1.0
2014-05-13,0.00017763179833707454,3.0,1.0058385437941322,0.0,1.0
2014-05-14,0.00017701862568197946,3.0,1.0060165959508125,0.0,1.0
2014-05-15,5.9608539066169364e-05,3.0,1.0060765631303734,0.0,1.0
2014-05-16,5.888665621767153e-05,3.0,1.006135807615075,0.0,1.0
2014-05-19,0.0001180343255033911,4.0,1.0062545661764917,0.0,1.0
2014-05-20,5.9195605916273486e-05,2.0,1.0063141320252424,0.0,1.0
2014-05-21,0.0,4.0,1.0063141320252424,0.0,1.0
2014-05-22,-0.00011821232626468836,3.0,1.0061951732907428,0.0,1.0
2014-05-23,-0.00011785549179654797,4.0,1.0060765876637514,0.0,1.0
2014-05-27,0.00011788327817996436,3.0,1.0061951872700052,0.0,1.0
2014-05-28,0.00011824028118212482,4.0,1.0063141600718721,0.0,1.0
2014-05-29,-5.918859850628788e-05,3.0,1.0062545977470805,0.0,1.0
2014-05-30,0.00011828128498769797,3.0,1.006373618833927,0.0,1.0
2014-06-02,-0.0003365713419695715,4.0,1.0060349023145132,0.0,1.0
2014-06-03,0.003276818528473169,4.0,1.009331496122708,0.0,1.0
2014-06-04,0.0007777701454922403,3.0,1.0101165240272973,0.0,1.0
2014-06-05,0.003065121055675968,3.0,1.0132126534537798,0.0,1.0
2014-06-06,0.005213068464725745,5.0,1.0184946003855608,0.0,1.0
2014-06-09,0.0020851676262688135,5.0,1.0206183323538143,0.0,1.0
2014-06-10,-0.002372072659568708,5.0,1.0181973515117833,0.0,1.0
2014-06-11,0.0016437313705716106,3.0,1.0198709944398963,0.0,1.0
2014-06-12,0.004668580762658692,4.0,1.024632344544932,0.0,1.0
2014-06-13,0.005583354736871715,3.0,1.030353230399399,0.0,1.0
2014-06-16,0.00024318917089183323,3.0,1.0306038011472256,0.0,1.0
2014-06-17,0.00020568572727605594,4.0,1.030815781639598,0.0,1.0
2014-06-18,0.004817242808008659,4.0,1.035781471550083,0.0,1.0
2014-06-19,0.0035231378958066606,4.0,1.0394306725042757,0.0,1.0
2014-06-20,0.005786909023121234,4.0,1.0454457632418996,0.0,1.0
2014-06-23,0.0007152774663742867,4.0,1.0461935470386632,0.0,1.0
2014-06-24,-0.01486981095805448,4.0,1.0306368467686617,0.0,1.0
2014-06-25,0.008813008821173252,4.0,1.0397198583906602,0.0,1.0
2014-06-26,0.0007137988777835003,4.0,1.0404620092587886,0.0,1.0
