date,sma_cross,breadth,rsi5,wma_iwma,composite,eq_wt,next_ret,bil_ret
2019-11-29,1.0,0.6774193548387096,0.4033407475594341,1.0,0.7701900255995359,0.7701900255995359,0.041406994590172275,0.0011157433041395493
2019-12-31,1.0,0.8387096774193549,0.6620569500704448,1.0,0.8751916568724499,0.8751916568724499,-0.034202053160656054,0.001202866456982532
2020-01-31,1.0,0.6451612903225806,0.18007817098089704,0.0,0.45630986532586937,0.45630986532586937,-0.06661054189934834,0.0011812194637117468
2020-02-28,1.0,0.06451612903225806,0.08496792037722913,0.0,0.2873710123523718,0.2873710123523718,-0.14972882205894644,0.002045423245497613
2020-03-31,0.0,0.0,0.5868105840731732,1.0,0.3967026460182933,0.3967026460182933,0.06374499903370445,-0.00019677388578864807
2020-04-30,0.0,0.06451612903225806,0.596228781013735,1.0,0.41518622751149825,0.41518622751149825,0.04594236348553893,-0.00017442310097093294
2020-05-29,0.0,0.12903225806451613,0.756329452536794,1.0,0.4713404276503275,0.4713404276503275,0.044396849449296116,0.0
2020-06-30,0.0,0.25806451612903225,0.4752288617969604,0.0,0.18332334448149817,0.25,0.040240529990371865,0.0001091312439132075
2020-07-31,0.0,0.41935483870967744,0.3463123202840285,0.0,0.19141678974842646,0.25,0.04157403967499129,0.0
2020-08-31,1.0,0.6451612903225806,0.4493986294529796,1.0,0.77363997994389,0.77363997994389,-0.018356363999764147,-0.0002187275570810776
2020-09-30,1.0,0.5483870967741935,0.5136536668631698,1.0,0.7655101909093408,0.7655101909093408,-0.02043934936513314,0.00010963220108006766
2020-10-30,1.0,0.4838709677419355,0.19675733286442182,0.0,0.42015707515158934,0.42015707515158934,0.12608203097589388,-0.00010962018317817179
2020-11-30,1.0,1.0,0.46428471531548815,1.0,0.8660711788288721,0.8660711788288721,0.05543633562466321,3.295811932568782e-05
2020-12-31,1.0,1.0,0.6416411101028977,1.0,0.9104102775257245,0.9104102775257245,0.0028280248384580098,0.0
2021-01-29,1.0,1.0,0.2280763916153785,0.0,0.5570190979038446,0.5570190979038446,0.01974059539611539,-0.0001098241786290366
2021-02-26,1.0,1.0,0.15958854357608301,0.0,0.5398971358940208,0.5398971358940208,0.017330429462199648,-0.00010866256820019071
2021-03-31,1.0,0.9354838709677419,0.4817107522719102,1.0,0.854298655809913,0.854298655809913,0.025552564354208496,0.0
2021-04-30,1.0,0.9354838709677419,0.37395881968073086,1.0,0.8273606726621182,0.8273606726621182,0.030924260881875165,-0.00010945691080510578
2021-05-28,1.0,0.9032258064516129,0.7631568813375565,1.0,0.9165956719472924,0.9165956719472924,-0.0037824318005533764,-0.00021864430357732
2021-06-30,1.0,0.8387096774193549,0.36641318748543905,1.0,0.8012807162261986,0.8012807162261986,-0.016518716786469212,-0.00010939498409323622
2021-07-30,1.0,0.7741935483870968,0.4834840157129098,1.0,0.8144193910250016,0.8144193910250016,0.014497901862118079,-0.00010921123360840834
2021-08-31,1.0,0.8064516129032258,0.6828629235395909,1.0,0.8723286341107042,0.8723286341107042,-0.034332469604828164,0.00010922316200456805
2021-09-30,1.0,0.45161290322580644,0.2617539943783706,0.0,0.4283417244010443,0.4283417244010443,0.029958309904403624,-0.00010921123360840834
2021-10-29,1.0,0.7096774193548387,0.4493494338524493,0.0,0.539756713301822,0.539756713301822,-0.04187836490346197,-0.00021834845379253842
2021-11-30,1.0,0.3548387096774194,0.13032341705159411,0.0,0.3712905316822534,0.3712905316822534,0.03344921702997561,0.0
2021-12-31,0.0,0.6129032258064516,0.6314582494047913,1.0,0.5610903688028107,0.5610903688028107,-0.025539545549353004,0.0
2022-01-31,0.0,0.41935483870967744,0.5514169538594778,0.0,0.2426929481422888,0.25,-0.03340721186189988,-0.0002188855982087068
2022-02-28,0.0,0.3870967741935484,0.3549080336684371,0.0,0.18550120196549635,0.25,-0.0019096000699596605,0.0004593099912602039
2022-03-31,0.0,0.3870967741935484,0.48289644211363736,1.0,0.46749830407679643,0.46749830407679643,-0.06695986805937326,-0.00010931863563690136
2022-04-29,0.0,0.16129032258064516,0.3380569748747398,0.0,0.12483682436384624,0.25,0.01804390003703582,0.00032799176252251705
2022-05-31,0.0,0.25806451612903225,0.7783942500510038,1.0,0.509114691545009,0.509114691545009,-0.07804097122567966,0.0007766090861796027
2022-06-30,0.0,0.0,0.3998724375423097,1.0,0.34996810938557743,0.34996810938557743,0.03377787966309831,0.00036096960424747415
2022-07-29,0.0,0.03225806451612903,0.7651336186703854,1.0,0.4493479207966286,0.4493479207966286,-0.048366262191258946,0.0019370192636609662
2022-08-31,0.0,0.12903225806451613,0.20289357748526216,0.0,0.08298145888744457,0.25,-0.09622776759057927,0.002067791124417795
2022-09-30,0.0,0.03225806451612903,0.2588934715946698,0.0,0.0727878840276997,0.25,0.0352412396228623,0.0015855591076829878
2022-10-31,0.0,0.16129032258064516,0.5458509215818402,1.0,0.42678531104062134,0.42678531104062134,0.1337517482868793,0.0031516167015177565
2022-11-30,0.0,0.7096774193548387,0.7823673258643623,1.0,0.6230111863048002,0.6230111863048002,-0.023095930911740004,0.0036259503526254733
2022-12-30,0.0,0.6129032258064516,0.44804910231515016,1.0,0.5152380820304004,0.5152380820304004,0.08923087355145354,0.002842495074504736
2023-01-31,1.0,0.9032258064516129,0.560746942876111,0.0,0.615993187331931,0.615993187331931,-0.045197814733555,0.003457350392778391
2023-02-28,1.0,0.7741935483870968,0.2970634929429937,0.0,0.5178142603325226,0.5178142603325226,0.030642526414322857,0.003991090746567227
2023-03-31,1.0,0.8709677419354839,0.8502352978901666,1.0,0.9303007599564126,0.9303007599564126,0.018658932754287205,0.0036308662616275633
2023-04-28,1.0,0.8709677419354839,0.6057236590775709,0.0,0.6191728502532637,0.6191728502532637,-0.03743955119233422,0.003751396396473483
2023-05-31,1.0,0.6129032258064516,0.2552431036224752,0.0,0.46703658235723167,0.46703658235723167,0.04613112779374662,0.004606180309518093
2023-06-30,1.0,0.8387096774193549,0.6088322383295989,1.0,0.8618854789372384,0.8618854789372384,0.03921167111591828,0.003860348439687744
2023-07-31,1.0,1.0,0.7468484788111709,1.0,0.9367121197027928,0.9367121197027928,-0.047507308847591134,0.004966763782369821
2023-08-31,1.0,0.7419354838709677,0.5614527808243627,1.0,0.8258470661738326,0.8258470661738326,-0.035098632547818864,0.003991020344601859
2023-09-29,1.0,0.25806451612903225,0.30333674125191323,0.0,0.39035031434523637,0.39035031434523637,-0.031269816379740134,0.004309603142540919
2023-10-31,0.0,0.0967741935483871,0.4688349797343353,0.0,0.1414022933206806,0.25,0.08278428097260626,0.004681945149822342
2023-11-30,0.0,0.7419354838709677,0.7087405544474152,1.0,0.6126690095795957,0.6126690095795957,0.04978118371267426,0.004275362539750027
2023-12-29,1.0,0.8387096774193549,0.7810716623598445,1.0,0.9049453349447999,0.9049453349447999,-0.01724140253752582,0.0042671882210922885
2024-01-31,1.0,0.7419354838709677,0.49584184412805343,1.0,0.8094443319997553,0.8094443319997553,0.030303071842763707,0.00444324066666657
2024-02-29,1.0,0.8387096774193549,0.5534097923858855,1.0,0.8480298674513101,0.8480298674513101,0.03308819127044638,0.004101772470905818
2024-03-28,1.0,0.8709677419354839,0.6745788882623784,1.0,0.8863866575494657,0.8863866575494657,-0.024349181423746313,0.004322052977889124
2024-04-30,1.0,0.8064516129032258,0.46221891919821545,1.0,0.8171676330253603,0.8171676330253603,0.039546975004936424,0.004572837279642528
2024-05-31,1.0,0.8064516129032258,0.46512975871820617,0.0,0.5678953429053579,0.5678953429053579,-0.004470830807419168,0.003992841923714963
2024-06-28,1.0,0.7096774193548387,0.49847953301188014,0.0,0.5520392380916798,0.5520392380916798,0.02164512298397736,0.004508276200976491
2024-07-31,1.0,0.7741935483870968,0.6360784386855481,1.0,0.8525679967681612,0.8525679967681612,0.027081801493538338,0.004617195818907405
2024-08-30,1.0,0.8709677419354839,0.6698105108031536,1.0,0.8851945631846594,0.8851945631846594,0.02636778774031323,0.0042222024787881285
2024-09-30,1.0,0.8709677419354839,0.6337627700569444,1.0,0.8761826279981071,0.8761826279981071,-0.04648731420306962,0.003948147323065587
2024-10-31,1.0,0.6129032258064516,0.21794986805136118,0.0,0.4577132734644532,0.4577132734644532,-0.0027493715826473197,0.0037071114906708225
2024-11-29,1.0,0.45161290322580644,0.706778516925541,1.0,0.7895978550378369,0.7895978550378369,-0.027643145711662043,0.0040312682072143335
2024-12-31,1.0,0.2903225806451613,0.27098950083086054,1.0,0.6403280203690054,0.6403280203690054,0.034892628589473285,0.003499938044520645
2025-01-31,0.0,0.5483870967741935,0.5643149813103968,1.0,0.5281755195211476,0.5281755195211476,0.024824028800171982,0.003237636544493494
2025-02-28,1.0,0.5483870967741935,0.38355345434483323,0.0,0.4829851377797567,0.4829851377797567,0.0023499784098663934,0.003270270530849606
2025-03-31,1.0,0.5806451612903226,0.23972204039329895,0.0,0.45509180042090536,0.45509180042090536,0.027051406794778243,0.0034022890345744017
2025-04-30,1.0,0.7096774193548387,0.82750796735726,1.0,0.8842963466780247,0.8842963466780247,0.04442494830621113,0.003631827656093156
2025-05-30,1.0,0.8387096774193549,0.5431854459361225,1.0,0.8454737808388694,0.8454737808388694,0.03911039803192251,0.0033472752268361994
2025-06-30,1.0,0.8709677419354839,0.7521645021048313,1.0,0.9057830610100788,0.9057830610100788,-0.011158522917855573,0.0035657415988505914
2025-07-31,1.0,0.7741935483870968,0.23756141572314418,0.0,0.5029387410275602,0.5029387410275602,0.04115507164168419,0.0037076093463004334
2025-08-29,1.0,0.9032258064516129,0.4510485455807134,0.0,0.5885685880080815,0.5885685880080815,0.03618107013575056,0.0033025332805254326
2025-09-30,1.0,0.9032258064516129,0.678502276341589,0.0,0.6454320206983005,0.6454320206983005,0.020612118543539282,0.00351057530500265
2025-10-31,1.0,0.9354838709677419,0.4493530839316698,1.0,0.846209238724853,0.846209238724853,0.0021099860603555065,0.002875620540426782
2025-11-28,1.0,0.9354838709677419,0.6949293355043216,1.0,0.9076033016180158,0.9076033016180158,0.02559720199579041,0.0033520386113332634
2025-12-31,1.0,0.9354838709677419,0.5642295455196313,1.0,0.8749283541218433,0.8749283541218433,0.05437213876383806,0.002954689967882951
2026-01-30,1.0,0.9354838709677419,0.4813604610930859,1.0,0.854211083015207,0.854211083015207,0.05185078033681445,0.002670306885627971
2026-02-27,1.0,0.8387096774193549,0.6396456150274931,1.0,0.869588823111712,0.869588823111712,,0.0
